"","X","HES3","LIN28A","L1TD1","S100A6","DPT","VASH2","MTRNR2L11","EPCAM","IL1R1","FAP","COL3A1","FN1","COL6A3","TWIST2","LRRN1","GALNT15","TRIM71","CLEC3B","TDGF1","MTRNR2L12","DPPA4","PTX3","RP11.641D5.1","SOX2","APOD","ADH1B","ZFP42","MTRNR2L2","SEMA6A","LOX","TGFBI","MATR3","SCGB3A2","SMIM3","GABRP","TUBB2B","POU5F1","LAMA4","RPL21P75","SERPINE1","CAV1","PTPRZ1","MTRNR2L6","CEBPD","SNAI2","CALB1","ESRP1","MAL2","HHLA1","WISP1","PTGS1","DKK1","SRGN","MTRNR2L8","SAA1","FABP5P7","CD248","MMP1","MMP3","NNMT","NANOG","EMP1","HOXC10","NTS","DCN","USP44","TMEM119","RGCC","ZIC2","ITGBL1","ABHD12B","OTX2","SNURF","THBS1","RBPMS2","CRABP1","UBE2Q2P6","ANPEP","CLDN6","ZSCAN10","NPIPA7","MT2A","MT1L","MT1E","CDH3","CDH1","CD68","MTRNR2L1","CFD","FUT3","SPINT2","RPL41P1","DNMT3B","CXADR","U2AF1","MIF","GGT5","LGALS1","POLR2F","SLC7A3"
"255","HPSI0514i-kuco_5",86.29,883.91,282.03,28.33,0,87.22,48.96,325.01,0.49,1.18,32.08,212.4,10.9,1.35,141.42,0.27,133.33,0.09,438.36,4908.23,562.56,2.59,420.23,325.47,0.24,0.16,132.04,469.38,197.4,6.2,50.67,769.06,2284.11,0,1081.7,330.24,594.45,4.55,1322.71,9.48,9.24,136.26,88.66,1.41,2.62,679.23,128.85,117.94,645.38,0.15,1.82,8.68,0,1480.92,0.07,133.52,2.12,0.24,0.04,4.94,56.97,6.62,0.13,51.29,10.77,147.97,0.92,0.72,199.67,0.83,450.11,135.8,715.02,18.57,119.72,153.39,1497.47,3.61,445.24,110.27,177.96,5.51,0.13,2.18,90.44,147.19,1.63,369.96,0.88,168.45,162.87,4184.98,386.27,115.99,221.13,510.38,0.28,68.88,96.54,81.58
"256","HPSI0514i-oekw_2",117.58,961.16,289.54,22.54,0.02,110.47,75.76,357.67,0.77,0.04,6.24,109.83,2.88,1.26,204.35,0.16,166.66,0.19,624.2,7918.35,563.46,1.44,447.95,304.3,0.1,0.12,140.16,201.2,180.25,3.67,12.84,733.63,3845.25,0,1624.37,365.28,837.54,2.06,1058.04,5.55,11.67,112.98,182.19,1.51,1.13,1071.17,124.32,129.49,1009.15,0.03,1.56,0.56,0.16,2111.73,0.06,141.17,2.8,0.06,0.04,0.51,63.12,0.78,0,167.71,1.78,153.04,0.8,0.11,143.99,0.14,723.53,129.57,884.69,21.72,135.07,163.56,1420.08,1.63,569.81,118.46,118.34,5.21,0,1.6,111.31,168.83,1.12,760,0.9,409.74,180.45,4121.1,463.41,124.46,219.15,492.16,0.12,46.39,92.09,122.87
"257","HPSI0814i-siqu_11",108.62,907.82,240.37,2.73,0,182.85,82.74,458.32,0.33,0,0.02,49.23,3.01,1.76,148.89,1.08,162.92,0.34,1733.54,6134.22,753.3,0.16,453.87,261.5,0.09,0.2,92.1,158.24,454.03,0.48,2.79,590.55,18321.05,0.08,7183.2,462.42,1176.93,1.4,946.06,2.76,14.96,87.81,130.77,1.79,0.11,3673.72,147.02,96.13,3926.18,0,0.31,0.2,0,1569.98,0.13,220.17,1.21,0.04,0.92,0.19,159.84,0.43,0,116.65,1.33,92.89,0.5,0.07,107.77,0.24,3470.32,24.15,736.26,6.81,123.47,216.74,1307.53,1.88,637.34,108.47,80.66,53.98,7.56,53.97,116.52,210.76,1.74,585.45,0.3,1060.45,210.58,3885.36,404.22,123.89,188.54,459.1,0.14,72.23,81.86,119.27
"258","HPSI0115i-iuad_2",89.35,853.59,261.65,27.57,0,107.53,97.88,298.09,0.47,0.29,12.8,147.32,2.61,1.23,191.24,0.34,142.17,0.13,603.39,7250.97,554.73,1.85,379.86,340.62,0.15,0.07,114.8,295.94,186.42,3.53,13.81,814.14,3332.09,0.09,1398.34,372.41,788.82,3.27,1161.46,9.1,11.37,98.79,178.46,1.77,4.13,727.42,110.93,105.81,886.74,0.1,1.46,13.44,0.05,1796.64,0.16,142.79,3.14,0.18,0.6,0.33,77.05,0.75,0.03,139.29,1.68,145.22,1.11,0.38,180.92,0.16,544.11,186.98,845.21,21.17,116.05,191.5,0.31,3.89,403.35,83.15,140.68,3.16,0,2.43,74.44,133.85,1.29,685.42,0.58,255.44,159.73,3662.79,436.89,109.66,217.96,502.81,0.16,56.58,92.09,106.66
"259","HPSI0714i-pipw_5",113.92,1061.93,331.28,29.21,0,123.37,66.49,352.4,0.45,0.36,16.73,145.29,2.37,1.28,161.8,0.3,143.97,0.17,401.16,5848.41,598.63,4.16,353.21,304.48,0.09,0.08,146.63,138.21,182.99,3.67,15.43,821.64,2033.35,0.08,909.15,332.12,688.68,2.25,1323.41,5.3,9.93,130.68,110.68,1.48,1.94,745.33,121.19,109.68,570.68,0.07,1,3.56,0.13,1454.34,0.07,141.39,2.44,0.08,0.26,2.16,36.74,0.78,0.01,54.07,2.56,154.05,1.16,0.8,151.34,0.01,478.11,170.81,870.95,16.4,136.61,133.64,1515.39,1.99,543.66,124.82,116.12,3.79,0.25,2.45,92.7,152.23,1.22,514.61,0.48,215.36,176.62,3768.92,485.46,113.02,249.86,441.02,0.16,57.35,99.96,130.71
"260","HPSI0914i-qehq_7",49.91,808.48,350.23,25.2,0.02,265.92,66.9,535.11,1.09,1.01,3.99,179.82,4.85,1.39,127.42,0.34,127.19,0.23,652.72,5641.86,672.29,1.66,368.35,206.55,0.1,0.11,127,262.28,179.61,5.94,21.31,796.42,3286.96,0,1562.42,357.4,863.64,2.52,1318.09,8.83,18.6,113.03,66.09,1.86,0.98,1101.48,83.17,131.29,981.6,0.04,0.83,8.38,0.04,1408.37,0.08,170.22,3.39,0.16,0.28,0.26,78.22,2.18,0,63.72,3.72,136.71,1.09,0.4,95.03,0.18,733.59,73.09,1119.99,16.37,168.8,125.33,0.62,1.11,554.99,108.55,80.16,16.89,0.42,24.71,102.53,138.42,1.61,502.23,1.39,293.58,188.14,3811.76,372.87,106.63,276.46,485.7,0.31,86.31,117.53,123.89
"261","HPSI1013i-jogf_2",95.76,737.25,499.43,16,0,196.35,47.8,288.69,0.24,0.3,2.74,140.48,0.94,4.21,137.85,0.05,114.78,0.5,947.53,3516.4,871.86,0.78,356.91,181.7,0.13,0.11,162.56,204.58,292.58,1.52,7.5,543.38,4310.78,0,2310.93,540.61,1896.85,1.27,681.91,1.34,29.19,106.65,65.64,1.32,0.58,1816.73,132.79,77.12,1511.04,0.19,0.22,1.47,0.14,741.54,0,184.17,1.48,0.05,0.02,0.31,311.85,0.94,0.02,119.36,1.04,81.25,0.15,0.26,135.8,0.03,1029.2,11.1,918.9,11.48,174.33,421.67,1538.64,2.1,638.45,178.77,90.23,70.26,2.76,42.48,125.49,130.77,1.46,282.22,0.92,488.16,252.06,2825.28,501.45,88.25,284.19,778.99,0.13,44.31,142.43,81.52
"262","HPSI0514i-tert_3",110.91,1027.9,216.83,26.59,0.04,116.92,77.16,316.98,0.95,0.71,16.13,158.95,7.39,1.06,214,0.28,166.47,0.38,704.67,5782.94,634.7,4.56,563.38,330.2,0.7,0.07,119.71,280.95,221.39,4.74,31.8,707.97,4675.58,0,1994.91,418.23,834.98,2.37,1208.68,4.25,7.68,86.09,134.4,1.66,3.12,1250.4,131.87,101.12,1269.24,0.26,2.69,7.63,0.04,1437.34,0.27,164.58,2.44,0.02,0.52,2.56,53.34,4.4,0.19,24.27,12.95,152.62,1.41,0.99,223.23,1.43,734.28,174.9,929.35,16.62,109.49,273.52,1344.98,4.6,455.41,106.09,116.92,3.75,0.13,4.22,81.08,167.65,1.38,542.8,1.35,547.41,172.16,4144.45,574.01,119.37,217.89,546.6,0.14,74.98,89.38,113.88
"263","HPSI0514i-tert_1",65.56,1051.04,316.98,15.09,0.04,93.31,33.64,362.49,0.62,0.24,10.76,102.54,2.72,0.95,221.6,0.16,156.92,0.23,574.02,2683.39,468.72,5.88,657.93,291.7,0.15,0.03,147.1,139.87,188.8,3.02,17.47,943.41,2485.36,0,967.69,365.4,942.83,1.76,1284.56,2.62,11.71,101.85,58.83,0.82,1.39,711.89,145.94,112.82,650.53,0.11,0.72,3.31,0.07,621.41,0.25,256.25,1.39,0.02,0.24,1.1,39.35,1.01,0.18,24.43,6.36,145.61,0.76,0.82,177.92,0.16,454.42,168.23,894.65,14.53,136.98,241.87,1231.6,1.16,567.3,97.73,76.2,2.67,0.12,3.15,81.74,159.15,1.23,230.06,0.82,302.85,180.67,3932.29,447.6,136.5,297.05,595.4,0.2,48.16,115.88,113.54
"264","HPSI0115i-iiyk_2",54.27,825.03,408.23,17.07,0.02,115.19,41.99,344.74,0.78,0,0.28,35.68,1.47,1.29,136.24,0.12,129.85,0.1,837.44,4424.23,737.42,0.72,542.17,220.28,0.18,0.11,153,124.03,126.16,1.18,4.72,843.28,3942.79,0,1739.73,315.49,1039.98,1.63,1537.89,2.04,7.91,191.61,82.85,1.76,0.53,1124.86,156.24,154.4,1106.81,0,0.37,0.44,0.2,1036.77,0.07,155.12,1.79,0.02,0.06,0.33,86.47,0.74,0,302.24,1.79,165.98,0.3,0.17,193.95,0.11,724,68.85,908.94,11.34,144.57,166.65,1635.55,0.94,409.79,152.86,121.61,2.34,0,0.66,105.99,122.2,1.15,353.6,0.65,367.69,167.97,4788.02,372.75,96.2,253.67,514.52,0.13,37.62,95.16,114.74
"265","HPSI0114i-zapk_2",57.19,840.65,298.42,20.09,0.02,126.63,128.56,394.34,0.72,0,0.34,84.35,1.87,2.3,158.51,0.24,172.39,0.11,1386.68,9229.85,824.69,0.77,300.44,238.2,0.06,0.21,100.9,445.64,196.85,1.53,8.77,679.27,7466.73,0,3094.18,363.33,950.66,1.8,1295.88,2.08,11.6,124.04,140.9,2.58,0.66,1827.52,144.78,100.44,2177.52,0.09,0.62,0.37,0.15,2581.66,0,115.87,2.66,0.02,0.04,0.29,75.62,0.63,0,103.07,1.9,135.48,0.59,0.52,118.8,0.15,1150.73,32.48,825.52,13.42,98.49,149.5,764.77,2.13,541.22,136.83,112.59,12.96,1.52,33.82,121.31,141.67,1.32,852.99,1.12,619.64,230.41,4524.93,410.97,100.84,204.81,441.55,0.16,58.88,78.83,190.84
"266","HPSI0814i-bokz_6",127.08,866.99,184.63,32.03,0,70.37,111.64,244.73,0.52,0.35,2.71,64.17,1.61,1.32,161.3,0.02,156.61,0.18,602.83,5819.81,586.82,1.66,361.86,252.52,0.17,0.05,117.27,302.15,171.34,1.44,10.7,489.33,3080.65,0,1790.72,375.12,1187.12,1.79,692,4.31,6.64,80.03,125.06,1.97,0.58,1298.57,102.21,92.3,974.17,0.04,1.1,1.22,0.15,1282.52,0.15,115.48,1.68,0,0,0.62,41.41,0.54,0,93.56,1.39,109.03,0.27,0.31,245.39,0.6,810.54,118.1,1167.81,23.63,134.04,262.51,1470.76,2.6,629.65,123.89,112.17,39.86,1,16.16,103.15,107.05,1.95,567.96,1.32,384.84,295.63,3961.26,519.95,83.32,254.97,905.79,0.29,99.46,110.59,145.73
"267","HPSI0115i-bimq_5",64.56,900.79,347.9,20.99,0,73.85,63.14,353.97,0.55,0.33,2.18,70.66,1.81,1.04,210.98,0.2,162.54,0.16,564.12,5185.9,533.69,1.7,332.39,332.19,0.26,0.09,129.74,239.21,152.44,1.76,10.78,780.76,2723.8,0,1279.63,283.81,946,1.85,1121.41,1.82,7.74,123.46,68.35,1.46,0.78,638.75,124.13,125.26,782.15,0.04,1.44,3.85,0,1223.91,0.16,154.5,1.78,0,0,0.17,63.33,0.62,0.02,81.51,1.77,160.26,0.7,0.33,186.35,0.12,436.68,177.81,949.37,24.69,133.54,171.46,1423.7,2.11,514.88,96.61,121.99,1.55,0,0.68,81.38,187.76,1.72,473.35,1.31,278.96,183.48,3581.71,599.24,122.25,238.7,514.4,0.1,27.19,94.65,136.62
"268","HPSI0414i-sebn_4",86.93,898.32,279.68,24.39,0,133.03,131.2,353.58,0.6,0.17,4.77,82.74,3.77,1.24,158.58,0.14,128.06,0.13,675.21,11202.1,642.76,0.92,400.49,259.19,0.23,0.09,128.49,236.42,133.49,2.64,11.7,751.33,2120.04,0,1147.78,306.77,749.84,1.66,1265.35,4.52,8.03,120.36,218.78,1.54,0.88,676.93,143.03,120.6,652.26,0.02,1.21,0.33,0.09,2881.91,0.13,151.65,1.97,0.04,0.08,0.57,65.74,1.3,0,44.2,2.94,147.81,0.76,0.12,184.17,0.48,410.5,106.23,989.69,13.2,111.46,167.02,0.16,2.96,453.26,113.64,133.34,3.52,0,2.96,106.46,132.43,1.48,1013.63,0.41,229.75,180.6,4608.93,377.93,99.41,239.94,414.77,0.29,53.1,95.44,143.34
"269","HPSI1014i-bilx_1",20.71,774.55,325.97,18.78,0,156.39,58.04,502.95,0.65,0,4.45,190.61,3.08,1.95,126.42,0.18,131.64,0.19,660.78,5232.6,664.15,2.99,401.69,170.92,0.17,0.1,119.87,223.44,130.83,3.3,12.93,764.87,3409.18,0,1483.93,398.69,926.56,2.7,1370.63,16.26,13.71,116.85,104.85,2.23,1.31,1079.63,113.98,122.82,904.18,0.03,0.58,1.6,0.22,1235.99,0.01,141.93,2.99,0.1,0.28,0.11,86.92,0.78,0.02,98.16,1.32,149.74,0.45,0.46,156,0.08,701.76,36.81,746.7,25.12,159.02,147.72,688.63,1.62,406.17,118.7,120.12,2.41,0,1.17,105.27,106.66,1.14,417.28,0.46,269.62,167.22,4305.97,315.31,110.49,270.5,488.62,0.23,52.63,103.55,151.08
"270","HPSI0714i-keui_1",22.2,691.69,573.91,12.7,0,100.45,110.47,452.06,0.38,0.03,4.61,90.5,1.55,1.62,108.27,0.3,175.27,0.37,784.11,8159.44,854.02,1.36,393.94,203.63,0.25,0.18,122.25,402.45,292.4,3.56,10.6,854.73,5649.66,0.18,2490.3,319.7,766.5,3.17,1005.09,2.51,6.12,250.32,191.26,1.21,1.13,1341.03,149.93,105.37,1525.89,0.02,0.98,0.41,0,2237.47,0.1,104.88,2.32,0,0,0.42,92.11,0.9,0,156.27,2.37,210.24,0.66,0.14,149.49,0.16,798.14,14.48,658.57,13.75,115.07,157.06,1088.11,1.46,559.74,175.66,150.26,4.47,0,5.68,136.91,187.05,1.83,692.51,0.62,445.63,247.97,3324.06,430.22,163.48,251.95,460.71,0.24,32.93,76.57,119.38
"271","HPSI0215i-fawm_2",100.2,942.25,282.86,39,0,66.41,43.49,314.25,0.52,0,0.09,38.9,0.85,1.4,176.57,0.16,129.84,0.3,728.62,5398.79,535.97,1.13,287.98,312.4,0.19,0.06,105.77,130.42,171.5,0.86,7.89,764.93,3980.03,0,1812.4,314.92,719.97,1.16,1531.14,6.97,10.03,99.3,97.11,1.82,0.42,979.04,118.4,108.46,884.24,0.01,1.28,0.72,0.08,1472.76,0.3,89.81,1.42,0,0.02,0.21,15.65,0.78,0,20.31,0.96,100.66,0.51,0,168.23,0.03,817.08,199.64,924.62,6.12,113.32,137.01,1542.56,2.08,551.76,88.29,143.23,13.63,0.45,19.28,101.64,160.51,1.61,454,0.32,240.93,214.02,4587.92,313.61,120.13,244.77,419.83,0.19,65.11,92.79,79.16
"272","HPSI1014i-babz_3",48.83,817.47,229.81,30.12,0,198.21,94.91,452.04,0.36,0.26,2.67,109.41,3.36,1.59,80.78,0.15,191.03,0.1,861.84,10932,908.29,1.51,300.32,93.97,0.19,0.1,77.28,470.6,590.09,1.52,13.6,579.11,5785.93,0,2845.34,449.41,1133.81,1.61,1691.92,25.81,8.54,96.95,121.58,2.95,1.09,1941.47,136.08,88.4,1483.64,0.08,0.17,0.24,0.07,2198.14,0.08,119.74,1.16,0.4,0.1,0.53,185.88,2.12,0,39.58,1.49,161.36,0.59,1.24,56.32,0.4,1032.87,21.97,944.95,41.24,156.01,146.98,1606.66,1.16,449.1,97.12,113.3,9.06,0.48,15.28,110.89,218.36,3.41,1236.03,1.3,395.17,222.62,4135.87,376.15,134.94,229.7,356.72,0.39,197.81,70.45,124.43
"273","HPSI1014i-tixi_4",38.53,544.69,376.84,22.06,0,91.01,120.45,208.67,0.43,0.5,40.61,184.92,8.63,1.29,98.91,0.15,111.03,0.75,507.19,9194.23,704.94,16.78,280.78,170.93,0.25,0.1,100.55,452.07,154.5,4.68,21.5,679.62,632.28,0.08,447.55,281.09,1102.98,2.55,1189.79,8.48,3,327.21,92.26,1.26,3.87,291.67,76.07,55.62,256.2,0.03,0.75,0.9,0,2606.14,0.29,66.65,1.54,0.1,0.28,3.11,102.01,2.52,0,48.77,3.56,135.88,1.35,0.52,265.14,0.54,145.58,62.95,805,27.65,94.41,233.34,673.75,3.52,381.84,130.85,196.06,1.55,0.14,0.22,56.65,87.13,1.47,854.11,0.24,100.4,165.96,4425.59,236.24,106.81,240.82,442.58,0.3,103.07,85.94,45.74
"274","HPSI1213i-nekd_1",37.75,719.3,280.48,159.54,0.31,73.2,50.3,398.34,1.33,0.41,7.24,298.49,5.29,9.91,166.38,0.39,98.93,0.21,889.48,3430.2,685.39,0.75,411.92,222.99,0.25,0.07,131.37,178.52,141.53,13.72,7.94,644.87,4734.85,0.07,2420.1,439.62,1383.5,3.22,1054.15,4.44,35.6,87.94,79.48,2.54,0.93,1640.83,112.25,97.34,1388.92,0.13,1.15,9.56,0.1,919.74,0.07,284.69,1.06,0.02,4.68,0.28,80.98,6.27,0.57,101.15,1.39,127.58,0.66,0.52,96.68,0.59,1130.78,91.69,735.87,37.07,109.13,218.56,1224.54,2.27,456.1,139.77,84.17,25.5,1.77,14.03,92.23,139.1,1.13,327.59,1.08,580.09,272.61,3271.41,697.31,70.91,219.18,656.09,1.54,762.29,106,95.18
"275","HPSI0514i-yafr_3",63.58,791.52,253.6,29.39,0,92.56,109.05,316.04,0.78,0.16,8.65,148,2.46,1.15,139.57,0.31,145.34,0.13,797.91,7852.1,552.5,2.68,581.5,271.09,0.16,0.15,100.1,394.01,197.08,4.71,22.92,663.69,2085.56,0,1039.34,338.89,822.06,2.44,937.84,11.18,11.5,93.61,186.38,1.38,2.06,678.99,108.5,110.69,642.95,0.03,0.87,2.26,0.13,1988.48,0.14,178.04,2.6,0.08,0.02,1.29,71.57,1.33,0.07,81.78,3.8,114.86,1.18,1.17,181.28,0.17,381.32,113.95,863.31,37.66,140.76,164.44,1340.41,1.6,494.82,101.45,126.71,3.13,0.12,2.25,87.9,125.98,1.16,744.83,0.83,152.85,177.53,3607.53,507.24,105.33,256.36,605.37,0.21,59.77,103.55,100.24
"276","HPSI0214i-heja_1",179.46,1293.56,210.34,26.48,0,111.95,91.85,411.93,0.7,0,0.35,28.4,1.16,1.31,156.07,0.13,257.65,0.16,405.17,5927.24,722.65,1.05,504.38,297.49,0.33,0.09,121.07,260.2,220.59,0.66,9.15,653.7,1251.47,0,750.11,345.23,696.13,1.2,1621.44,1.17,1.57,114.28,107.35,2,0.2,571.28,135.97,112.86,433.96,0.01,2.33,0.24,0.08,1668.52,0.45,100.98,0.73,0.05,0.28,0.13,44.59,0.48,0,21.46,1.11,152.8,0.46,0.05,222.35,0.09,305.93,199.25,905.22,25.9,83.13,143.41,1731.14,1.7,458.7,103.43,182.89,0.43,0.15,0.26,97.39,205.26,1.3,579.5,0.94,148.44,210.91,4789,449.19,97.71,201.75,555.66,0.2,58.58,77.74,97.49
"277","HPSI1014i-quls_2",49.42,654.7,276.23,5.21,0,299,76.67,295.91,0.16,0,0.06,113.9,1.78,4.1,66.23,0.1,116.54,0.19,756.94,6992.92,847.8,0.1,333.45,157.06,0.14,0.13,115.96,400.31,271.68,1.11,3.78,666.29,6543.09,0.09,2634.7,426.61,1892.45,1.75,1400.23,0.77,12.65,101.67,135.72,1.51,0.14,1497.37,162.7,81.53,1701.93,0,0.14,0.18,0,1961.55,0.08,125,1.29,0,0.04,0.26,271.87,0.47,0,68.77,1.76,69.63,0.36,0.04,202.42,0.12,1076.65,8.87,823.48,17.54,95.26,463.68,778.82,0.49,459.42,153.36,97.89,30.08,1.34,18.65,132.31,212.19,1.53,565.27,0.31,520.38,164.16,4766.43,317.7,108.97,226.35,480.26,0.23,38.12,83.95,54.68
"278","HPSI0814i-doao_1",41.72,577.16,264.17,20.11,0,112.16,115.95,282.32,0.73,0,1.03,49.72,0.7,2.43,143,0.03,102.32,0.45,468.29,5913.64,657.54,3.44,744.32,133.42,0.04,0.05,8.49,361.98,122.48,1.03,11.32,576.29,1668.32,0,859.21,226.65,1133.91,1.81,1416.01,2.14,1.66,228.07,95.96,2.32,0.85,609.58,72.41,50.01,503.54,0.04,1.57,0.17,0.24,1487.64,0,110.03,3.2,0,0,0.08,25.76,0.64,0,220.84,0.97,119.37,1,0.2,205.32,0,443.02,47.36,709.37,6.32,86.02,249.2,1170.75,4.35,399.26,148.45,185.82,9.08,0.3,2.53,75.03,85.95,1.05,563.02,0.17,151.79,214.81,4177.73,265.15,77.42,206.29,840.95,0.23,60.45,89.46,123.93
"279","HPSI0913i-eika_2",43.33,575.74,356.93,29.2,0,136.52,60.04,237.68,0.63,0.18,9.89,59.42,1.55,1.72,146.92,0.04,100.04,0.49,637.16,3777.98,731.25,13.42,479.86,216.75,0.61,0.12,68.21,182.32,116.6,1.62,15.87,680.42,248.95,0.25,212.16,269.86,952.49,1.46,1321.78,5.2,1.79,310.76,59.73,1.8,3.08,147.27,70.07,63.43,111.64,0.03,0.96,0.81,0,981.22,0,76.08,2.55,0.03,0,1.97,56.57,0.68,0,71.96,1.28,112.49,1.94,0.59,300.19,0.07,86.58,40,684.32,11.11,100.79,295.02,741.18,2.12,384.27,148.63,179.61,0.71,0.18,0,49.77,72.67,1.23,376.45,0.41,45.35,152.25,4287.52,254.45,85.69,250.2,544.93,0.15,70.86,102.62,91.16
"280","HPSI0414i-ceik_1",54.66,857.56,405.21,17.36,0,111.85,83.47,506.56,0.76,0,2.37,93,2,0.84,149.26,0.09,122.15,0.21,707.35,6714.93,577.33,2.33,409.86,247.06,0.06,0.06,158.01,295.94,148.78,1.95,9.64,816.77,1476.54,0,704.21,312.12,958.33,2.08,1240.92,5.78,13.1,161.43,136.92,1.29,0.9,588.68,122.08,101.63,442.41,0.01,0.91,0.97,0,1609.21,0.17,175.75,2.64,0.05,0.02,0.14,56.66,0.27,0,107.67,1.19,147.4,0.77,0.14,172.95,0.13,308.86,99.87,782.95,15.61,152.66,162.94,664.4,0.74,538.44,130.79,144.79,10.6,0,6.28,88.46,157.37,1.11,550.95,0.47,163.78,169.26,3587.5,427.08,97.61,285.06,407.18,0.18,36.25,117.28,147.69
"281","HPSI1013i-yemz_1",24.64,761.33,445.06,31.95,0.02,205.53,40.27,337.87,0.36,0.09,16.79,97.36,0.68,1.35,140.56,0.16,147.69,0.44,704.18,2687.42,706.29,6.18,429.46,193.91,0.54,0.07,77.2,132.06,120.98,4.12,12.33,856.1,455.54,0.1,305.14,406.88,1011.46,1.83,1332.65,3.58,4.67,242.73,40.23,1.45,1.93,318.29,94.25,105.4,184.52,0,0.75,0.41,0,666.84,0,128.65,2.67,0.05,0,1.35,42.24,1.59,0,190.71,1.57,153.79,1.37,0.4,170.29,0.05,134.73,51.19,817.77,9.55,126.6,184.59,1293.49,1.64,437.57,171.27,170.19,0.56,0,0.24,72.74,87.71,0.92,252.3,0.44,75.8,159.07,3632.49,403.48,86.12,278,595.81,0.11,41.46,120.63,137.69
"282","HPSI0914i-laey_6",134.42,953.36,414.75,31.48,0,167.48,45.17,437.6,0.46,0.57,18.82,192.03,12.4,1.38,166.3,0.1,221.87,0.22,912.52,6191.07,672.4,2.67,272.86,292.53,0.47,0.04,131.03,254.84,236.54,3.55,38.83,768.16,3668.91,0,1630.66,350.86,961.2,2.5,1682.45,5.37,11.74,116.8,117.46,1.79,2.06,898.25,138.76,115.28,769.59,0.61,0.81,1.05,0.15,1710.41,0.17,112.24,2.09,0.64,0.06,2.46,60.68,5.31,0,78.68,5.68,170.41,0.9,0.31,90.08,1.51,672.05,101.29,924.83,40.63,149.59,124.98,1483.68,1.18,499.37,131.79,116.55,5.36,0,8.25,111.3,210.77,1.61,479.34,1.35,282.92,170.73,3542.21,544.21,111.13,250.86,469.58,0.29,93.13,82.62,90.28
"283","HPSI0614i-puhk_5",93.82,1118.03,338.55,18.6,0,115.24,113.44,435.78,0.62,0.3,8.73,89.93,4.63,1.32,137.46,0.24,233.04,0,650.62,7431.5,799.27,1.13,594.54,235.23,0.15,0.06,133.27,364.77,253.81,1.81,11.45,666.08,5836.74,0,2556.84,440.05,964.23,2.41,1093.24,7.8,8.76,134.92,109.23,2.24,0.7,1344.15,159.59,125.45,1530,0.03,1.52,0.31,0.07,1877.12,0.11,103.64,1.65,0.2,0.5,0.31,51.93,1.37,0,57.19,2.81,186.99,0.44,0.07,193.95,0.59,1061.41,111.14,909.87,26.63,128.57,150.7,1.34,2.1,574.72,113.63,110.03,2.23,0.23,2.75,121.29,241.98,1.69,761.87,1.41,463.04,204.67,4657.12,435.4,147.92,209.07,678.1,0.13,100.3,75.49,143.85
"284","HPSI0214i-giju_2",92.5,944.49,206.12,18.68,0,101.25,110.34,377.63,0.57,0.17,1.27,63.42,2.33,1.4,155.98,0.23,199.92,0.25,387.53,8384.67,643.95,1.24,407.13,256.58,0.06,0.14,127.19,370.89,283.57,1.41,11.88,660.27,4812.67,0,2127.21,312.7,777.55,1.79,1291.69,10.01,9.12,89.88,109.42,2.83,0.61,1198.95,144.15,102.7,1240.52,0.03,0.88,0.56,0.05,2140.29,0.21,106.59,1.44,0.24,0.6,0.39,90.24,0.93,0,13.07,1.45,142.29,0.88,0.3,151.5,0.18,970.73,108.29,898.8,72.42,150.56,162.56,1379.82,1.34,523.16,102.73,146.12,19.24,1.15,33.08,55.01,195.55,1.58,800.37,0.57,305.98,197.75,3405.17,398.78,120.94,243.84,432.11,0.11,86.39,88.23,133.31
"285","HPSI0614i-xubw_1",65.59,738.17,388.01,29.4,0,112.76,42.86,416.33,0.38,0,0.51,66.56,1.87,1.44,178.99,0.14,96.61,0.16,980.57,3676.77,609.75,0.73,462.1,267.34,0.14,0.05,143.76,211.52,146.69,1.65,8.7,673.04,3738.62,0,1837.71,343.34,1010.97,1.59,836.38,3.96,13.35,116,50.78,1.64,0.23,1059.09,111.39,133.93,1204.81,0,0.99,0.82,0.04,909.4,0.23,245.03,3.35,0.02,0.08,0.17,76.95,0.57,0.15,34.58,1.08,135.6,0.71,0.34,139.39,0.07,705.33,103.44,1055.95,12.81,160.03,225.06,799.71,3.21,755.45,114.9,135.75,7.72,0,5.53,121.75,131.17,1.68,359.27,0.72,381.33,228.68,4376.91,481.09,105.03,235.51,784.39,0.05,36.11,129.37,195.85
"286","HPSI1014i-toss_3",79.85,816.57,206.39,38.72,0,143.08,99.88,284.3,0.55,0.97,16.66,162.64,10.99,2.65,107.31,0.23,148.82,0,575.58,5677.08,756.21,2.45,349.17,179.53,0.14,0.04,128.23,298.1,214.57,2.45,28.17,494.08,1595.91,0,1015.91,417.17,994.88,1.91,777.86,16.71,7.33,95.78,81.56,3.85,2.16,927.41,107.1,93.53,554.24,0.21,0.59,0.34,0.09,1272.06,0.26,104.98,1.92,0.48,0.02,6.02,81.41,4.63,0,29.64,7.15,113.22,0.8,0.48,203.7,1.48,442.88,47.33,919.88,38.98,140.91,185.37,1536.33,2.67,587.26,148.9,115.42,9.04,1.13,4.06,104.99,135.44,1.87,568.58,0.96,233.27,269.74,3415.05,482.07,73.75,223.22,696.68,0.09,73.3,114.75,141.83
