,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11
301,1471.3100000000004,879.14,540.47,49.49,109.79,95.92,106.31,59.15000000000001,72.96000000000002,67.38,84.76,78.16,85.22,78.09,49.31999999999999,62.95,58.09,36.16,44.03,21.05
302,2053.96,833.03,852.69,157.4,175.75,122.82999999999996,101.81999999999998,96.39,79.75,136.33,79.48,48.4,40.79,89.14,73.28999999999998,63.21,61.96,51.27,35.23999999999999,24.76
303,1599.74,792.39,400.57000000000016,90.84,149.42,121.5,77.03999999999998,50.98,100.49,97.69,73.59,42.56,59.23,55.77,52.32,45.57,46.94,32.37,13.7,22.28
304,1594.1899999999996,866.9,572.9400000000003,128.18,90.5,120.47999999999998,79.17,94.02000000000002,78.1,75.4,75.19,43.91,52.23,77.00000000000001,58.86,49.98,51.1,31.06,28.28,34.43
305,2050.29,865.23,710.7699999999999,197.43,238.27,83.81000000000002,90.16,33.64,129.76000000000002,53.51,73.79,59.71,73.33,111.32,56.43000000000001,84.11,105.04,17.16,44.84,16.84
306,2138.67,804.87,547.3300000000002,180.69,267.31,81.8,91.62,58.91,139.23999999999998,72.06000000000002,85.83,48.1,31.09,95.53,65.63,96.65,87.05,13.42,65.14,17.59
307,1738.44,951.02,929.4,119.17,115.49,110.65000000000002,74.81,68.13,79.72999999999998,102.12,80.27,56.61,47.55,31.66,61.48,56.76,42.37,35.97,21.86,32.01
308,1588.85,999.48,753.07,152.6,119.12,136.46,119.76,181.93,63.89,73.88,98.93,91.83,94.72,49.31,71.12,63.4,60.72,39.77,54.66,47.1
309,1778.48,831.21,868.48,138.74,166.97000000000003,119.21,85.21000000000002,42.75,97.28,101.01,90.18,46.23,44.49,82.76,78.2,51.92,60.65,51.47,20.72,23.26
310,1713.3599999999994,980.83,712.43,142.76,114.82,138.35,86.38999999999999,99.05,85.94,110.83,92.11,76.9,49.58,66.81,64.14,57.2,56.75,40.89000000000001,22.45,35.75
311,1652.9899999999998,886.0899999999998,742.3500000000001,117.99,132.37,78.09,84.95,32.15000000000001,87.02000000000002,95.77,63.5,44.76,51.40000000000001,65.47,69.43,43.85,51.76,52.37000000000001,18.55,21.75
312,1576.78,803.23,713.67,143.43,128.48999999999998,116.07,70.69999999999997,14.09,154.55,69.03,97.4,67.5,63.01,214.26,63.21000000000001,62.12000000000001,43.79,40.58000000000001,42.91,39.8
313,1738.3199999999995,843.9,733.05,127.66,107.47,112.99,78.75,107.26,60.88,73.29,69.05,83.74,61.27,41.290000000000006,53.3,61.57,64.35,33.75,26.26,34.95
314,1509.93,712.24,252.0,55.99,111.95,113.45000000000002,89.76,137.0,64.02,92.17,57.12,117.25,34.09,18.6,56.72,51.53,61.86,38.25,15.15,55.17
315,1400.9499999999996,751.72,596.85,100.97,96.2,161.47000000000006,74.42,72.21,109.72,95.33,90.72,83.06,70.52,99.29,60.9,59.14,42.45,58.52,22.08,66.57
316,1575.11,538.3100000000002,336.16000000000014,113.16,157.76,105.28,52.66,30.82,106.22,75.38999999999999,57.59,19.97,48.54,85.36999999999998,46.41,31.75,64.65,25.54,14.47,18.49
317,1778.53,1077.63,705.58,146.21,113.01000000000002,118.02000000000002,109.54,200.08,34.78,65.83,70.65,80.02,69.42,48.25,60.76000000000001,58.13,54.35,32.99,48.47,24.73
318,1891.63,1090.12,539.9200000000002,123.35,121.16,89.1,109.4,154.62,71.53999999999998,81.64999999999998,82.91,162.97,114.18,51.66,65.0,106.78,53.17,37.96,34.35,35.99
319,1616.27,683.53,370.63999999999993,125.98,114.95,86.83,52.10999999999999,50.59000000000001,107.48000000000002,60.35,62.68,102.59,55.94,102.33,55.86999999999999,56.36,56.85,28.67,26.72,18.86
320,1511.4699999999998,729.69,566.78,50.58,122.06,120.71,70.49,54.75,94.89,102.51,78.22,35.07,28.99,49.49,64.17,36.6,69.64,37.84,11.91,24.55
321,2003.04,779.72,552.4599999999998,151.02,191.17,110.20000000000002,88.39,71.25,110.2,76.59,67.86,90.62,57.31,89.38,54.55,54.74,81.07,31.200000000000006,32.94,27.68
322,1824.04,705.62,494.68,117.8,155.22000000000003,118.02,74.73,90.48,80.76,87.94999999999997,62.33,82.08,62.57,43.12,48.53,52.26,62.58,33.36,27.700000000000006,19.54
323,1209.64,709.12,260.46,135.47,51.35,39.540000000000006,62.23,160.46999999999997,28.349999999999994,30.12,31.21,49.86,70.12,33.99,52.69,40.66,29.17,23.340000000000003,20.11,10.38
324,1460.9,802.78,648.93,138.12,130.59,98.39,68.49000000000001,38.71999999999999,79.33,63.81,70.92,50.67,61.31,66.57,61.66,40.81,56.99,38.67000000000001,21.69,17.48
325,2124.09,840.9399999999998,316.86999999999995,109.02,121.67,75.76000000000002,71.93,60.53,123.83,76.31,53.09,102.16,67.39,105.85,60.52,73.97999999999998,51.04,23.340000000000003,21.43,20.31
326,1828.46,747.89,480.24,124.37,156.61,85.5,75.51,81.23,88.94,58.58000000000001,60.83,98.68,58.29,50.78,59.6,71.65,56.91,35.26000000000001,28.42,23.36
327,1638.83,1023.11,896.5899999999998,143.6,111.40999999999998,121.28,113.35,182.83,46.22,80.86,105.13,112.16,108.91,39.26999999999999,66.78,63.77,56.4,49.59,48.65000000000001,48.69
328,2100.75,727.04,574.64,149.05,195.3,111.10999999999996,69.75,64.13000000000001,115.82999999999998,92.19,59.13,47.51,28.92,74.9,50.86,54.86,51.64,30.18,24.2,20.62
329,1728.2900000000004,849.24,1053.4199999999996,179.44,179.76999999999995,101.8,98.64,47.90000000000001,117.58,82.27,114.14,41.52,52.05,101.85,85.93,48.04,83.56,39.57,48.3,22.01
