,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11,label
8,120.1,0.0,10.33,0.0,0.11,0.02,0.27,0.0,0.1,1.26,0.0,0.05,0.0,0.06,2.38,0.47,0.46,0.07,0.0,0.96,0
458,1381.85,668.48,458.80999999999983,53.58,102.66,92.23,98.54999999999998,196.86,29.57,69.32,45.37,78.25,181.29,64.6,1.7400000000000002,57.14,66.84,17.28,128.72,22.49,1
422,1812.52,617.0899999999998,655.81,66.03,162.78,87.74,78.13000000000002,79.92999999999998,90.07,59.09,52.77,64.41,108.37,87.28,6.7,50.01000000000001,58.81,21.19,42.12,16.76,1
343,14.88,0.0,39.17,0.0,0.02,0.25,0.22,0.0,1.22,1.04,0.0,0.0,0.0,0.04,1.23,0.27,1.39,0.58,0.0,0.02,0
341,24.57,0.0,10.44,0.0,0.01,0.03,0.05,0.71,0.45,1.09,0.06,0.0,1.95,0.0,0.41,0.24,2.37,0.24,0.0,1.8,0
373,1560.6699999999996,582.86,324.28,19.19,149.76000000000005,111.52,59.89,71.03000000000002,94.98,125.4,51.61,48.33,47.42,50.72,46.75,45.55,63.13,14.0,8.18,18.77,1
492,605.81,738.38,675.85,77.37,117.54999999999998,79.30000000000003,42.87,97.12,56.77000000000001,39.79,33.32,56.47,42.37,40.64,43.44,47.19,59.02,34.92,8.489999999999998,23.7,1
500,1464.9199999999996,947.95,825.6,122.48,124.14,115.2,112.03,107.32,72.16,87.36,101.62,110.68,85.79,49.97,75.19,63.29,58.5,52.41,43.29,42.42,1
290,10.57,0.08,25.89,0.0,0.0,0.15,0.15,0.0,1.23,0.68,0.0,0.0,0.01,0.0,1.9,0.0,1.23,0.08,0.0,0.01,0
605,1928.57,943.24,1158.09,134.96,155.67000000000004,97.17,105.71000000000002,33.01,120.71,80.49000000000002,79.08,61.91,127.86,72.37,64.11,67.51,61.22,39.24,41.55,23.69,1
239,10.01,0.02,28.93,0.0,0.09,0.01,0.1,0.0,0.27,0.22,0.0,0.0,0.02,0.0,1.25,0.08,0.94,0.11,0.0,0.0,0
436,1869.64,1101.93,921.61,109.64,123.88,96.48999999999998,112.77,113.31,82.97999999999998,96.62000000000002,90.28,89.22,190.44,55.12000000000001,62.81,73.06,62.08,37.37000000000001,42.6,32.36,1
206,12.13,0.01,13.32,0.0,0.03,0.01,0.06,0.0,0.18,1.0,0.02,0.0,0.0,0.0,0.97,0.03,0.59,0.08,0.0,0.16,0
125,16.88,0.05,15.72,0.0,0.04,0.1,0.29,0.0,1.71,2.5,0.07,0.0,0.0,0.01,1.92,0.0,0.58,0.05,0.0,0.18,0
122,17.19,0.01,6.59,0.0,0.03,0.0,0.18,0.13,0.68,1.17,0.06,0.0,1.5,0.0,1.02,0.07,1.03,0.1,0.0,0.61,0
448,1802.11,788.3799999999999,822.65,135.85,119.94,112.46999999999996,71.99000000000002,52.67,83.92,87.06,75.16,46.54,48.35,70.88,57.54,60.91,64.6,36.2,20.71,25.95,1
219,23.92,0.05,15.91,0.0,0.1,0.29,0.36,0.0,1.74,4.21,0.02,0.0,0.0,0.01,1.29,0.29,1.0,0.09,0.0,1.36,0
543,1575.6699999999996,544.69,434.36,100.55,130.85,129.65999999999997,67.08,62.95,115.44,142.64,67.96,38.53,12.4,102.01,78.58,41.87,49.46,62.6,10.81,32.14,1
270,22.19,0.0,16.77,0.0,0.03,0.09,0.2,0.0,1.62,1.08,0.0,0.0,0.0,0.03,1.36,0.23,0.73,0.03,0.0,0.05,0
590,1769.13,1142.4,804.22,133.01,105.1,115.17,112.69,153.42999999999995,67.85999999999999,95.96,99.94,131.24,116.73,44.95,64.34,72.53,57.22,52.46999999999999,32.99,35.01,1
316,65.01,0.01,17.23,0.0,0.06,0.01,0.66,0.05,1.54,1.75,0.46,0.0,1.16,0.01,0.64,0.07,3.38,0.14,0.0,0.88,0
124,53.09,0.01,6.2,0.0,1.74,0.02,0.01,0.0,2.2,0.98,0.01,0.0,0.01,0.0,0.78,0.0,0.2,0.06,0.0,0.16,0
540,1352.68,691.6899999999998,1007.12,122.25,175.66000000000003,123.83,64.91,14.48,108.2,88.39000000000001,78.11,22.2,36.97,92.11,79.64,52.69,53.82,63.65000000000001,18.61,21.26,1
648,2218.94,897.21,383.44000000000005,126.76,146.97,78.01,91.69,76.58000000000001,83.25000000000001,57.58,61.46,145.47,132.15,52.93,56.36,71.89,68.9,26.18,25.07,23.56,1
491,1705.3899999999994,942.57,788.44,110.03,147.69,137.33,87.24999999999999,102.3,65.82,96.7,95.87,53.77,53.7,63.10999999999999,72.64,51.38,64.2,38.89,39.84,32.49,1
459,1901.12,970.17,1001.83,160.39,127.7,151.11999999999995,111.03,148.29999999999995,50.55,80.16999999999999,101.5,79.48,87.18,72.46999999999998,75.24000000000002,63.59,53.09,44.21,63.83,24.17,1
409,1697.84,573.26,309.37,85.44,167.77999999999997,88.88999999999999,70.52,115.61,81.42999999999998,76.27000000000002,58.98,97.56,80.48,47.54,1.5699999999999998,61.26000000000001,55.91,35.160000000000004,21.83,23.33,1
561,1824.11,576.51,449.51,104.43,137.9,114.49,63.23,39.31,102.94,80.9,49.08,14.25,21.67,79.39,23.51,29.31,56.94,24.56,23.880000000000006,17.43,1
40,135.1,0.0,13.54,0.09,0.08,0.07,0.16,0.0,6.08,3.18,0.0,0.0,0.06,0.01,1.06,0.23,0.23,0.0,0.0,0.0,0
649,1491.64,757.06,524.34,90.33,121.96,124.49000000000002,73.65,104.04,80.82,80.91000000000003,68.15,82.66,51.76,41.6,63.88,49.19,49.96,41.56,19.73,34.14,1
482,1594.1900000000005,875.67,551.73,121.75,124.02,128.75,82.71000000000002,87.90999999999998,104.45000000000002,97.54999999999998,96.77,52.48,37.87,82.76,74.95,45.27,49.29,48.83,19.6,36.43,1
562,1816.36,1109.46,764.9699999999998,136.98000000000002,119.5,114.11,108.68,181.99,56.7,82.92999999999998,81.01,119.42,83.51,70.03,73.32,85.72999999999998,59.14,48.23,40.62,40.99,1
313,50.0,0.03,37.78,0.03,0.02,1.41,0.83,0.0,9.0,4.49,0.0,0.0,0.0,0.09,0.48,0.28,13.38,0.13,0.0,0.01,0
72,10.29,0.0,32.45,0.0,0.0,0.03,0.16,0.03,0.62,0.54,0.01,0.0,0.02,0.02,0.54,0.03,0.0,0.03,0.0,0.02,0
637,1443.0700000000004,799.39,721.9900000000004,112.98,111.9,133.11999999999998,90.41,77.78999999999998,78.97999999999998,95.05,90.63,69.57,77.32,38.77,60.17,45.94,46.39,43.25,27.46,34.61,1
261,44.93,0.0,30.89,0.0,0.02,0.02,0.05,0.0,0.47,1.99,0.41,0.25,0.42,0.0,1.01,0.37,3.3,0.37,0.0,0.71,0
633,1983.72,727.4200000000002,383.38,118.9,125.73,91.08,61.1,26.15,121.32,71.95,56.45,29.39,78.36,76.06,53.01,47.62000000000001,63.51,18.090000000000003,20.39,15.67,1
99,119.8,0.04,10.95,0.0,0.11,0.0,0.77,0.0,0.26,1.86,0.0,0.0,0.0,0.0,2.68,0.3,0.29,0.11,0.0,0.11,0
298,79.16,0.0,10.19,0.0,0.03,0.03,1.0,0.0,0.94,1.19,0.0,0.0,0.0,0.02,2.56,0.05,0.49,0.04,0.0,0.36,0
119,23.02,0.03,11.43,0.0,0.27,0.07,1.73,0.01,8.48,2.5,0.0,0.0,0.14,0.01,1.51,0.19,0.37,0.31,0.0,0.0,0
479,1826.68,1112.83,747.4700000000001,130.96,131.27,131.48,113.25,158.35000000000005,60.68000000000001,83.89000000000001,92.31,109.13,92.47,39.15,71.46000000000002,65.45,64.16,49.69,48.23,45.06,1
384,1588.4899999999998,975.34,568.0500000000002,122.83,90.78,80.71000000000002,116.8,189.94000000000003,25.3,41.28,67.78,180.48,115.41,83.69000000000003,54.66,85.85,48.97,31.86,40.79,21.85,1
556,1940.52,816.57,406.82000000000005,128.23,148.9,80.12999999999997,63.36,47.33,115.69,56.13999999999999,55.5,79.85,56.74,81.41,56.71,59.81,64.86,24.04,21.87,19.7,1
425,1731.4799999999998,644.31,685.0799999999998,157.01999999999995,182.51,96.31999999999998,79.63,52.8,98.57,71.59,60.46,57.57,49.0,92.17,51.97000000000001,33.52,93.43,25.12,25.4,19.79,1
237,21.95,0.0,7.34,0.0,0.0,0.01,0.12,0.1,0.52,0.87,0.06,0.0,1.43,0.0,0.33,0.07,1.68,0.05,0.0,0.69,0
348,39.36,0.03,16.87,0.0,0.1,0.06,0.27,0.04,3.06,3.74,0.0,0.08,0.01,0.01,1.28,0.24,3.4,0.22,0.0,0.03,0
55,95.08,0.06,27.51,0.0,0.97,0.02,1.44,18.82,1.59,2.99,0.02,0.0,23.97,0.02,0.51,1.3,1.13,1.0,0.02,0.35,0
651,1597.8299999999995,705.62,449.46,163.96,153.71,68.63,75.08,25.81,108.66,53.5,29.25,9.83,15.62,66.67,67.88000000000001,53.21,53.17,14.01,26.86,17.15,1
624,1648.67,1004.56,633.2199999999998,130.67000000000002,125.23,89.03,82.81,78.61,86.66,55.0,70.9,80.62,56.31999999999999,77.88,62.95,70.69,49.71,37.17,26.2,25.91,1
421,1455.11,722.61,555.1899999999998,122.27,96.57999999999998,155.15999999999997,65.16,39.32,130.69,82.93999999999998,100.63,94.17,64.22,178.41000000000003,53.35,68.41,47.25,34.28,26.19,49.78,1
386,1865.23,718.49,396.79,123.52,135.82999999999998,104.78,72.53,61.47,99.59,65.45,64.08,68.3,48.53,54.45,64.36,42.94,63.19,33.31,29.87,30.67,1
408,1685.4300000000005,834.4,719.5,109.48,115.61,101.23,78.53999999999998,52.39,75.97999999999998,84.79,64.8,62.98,66.23,55.80999999999999,56.99,46.08,56.76,44.81,22.06,18.18,1
483,2042.22,1054.12,995.06,138.62,134.69,94.38,131.21,169.79,42.0,83.16999999999999,86.71,116.0,107.63,64.4,73.61,84.16,55.1,40.33,90.62,29.92,1
599,1643.87,913.52,878.0200000000002,122.32,115.10000000000002,103.9,105.6,99.03000000000002,72.11000000000001,62.18,83.08,97.58,144.37,70.71000000000002,60.47000000000001,68.47,54.88,43.29,56.23,34.04,1
286,24.64,0.03,17.18,0.0,0.55,0.03,1.12,0.14,18.05,4.62,0.9,0.0,1.72,0.07,1.62,0.92,0.8,0.17,0.19,0.82,0
138,1126.0,0.0,16.51,0.1,0.0,25.75,0.08,0.0,17.35,0.17,0.0,0.0,0.0,0.0,1.68,0.23,0.0,0.14,0.0,0.04,0
281,195.1,0.02,13.15,0.0,0.03,0.03,0.2,0.0,8.18,5.45,0.0,0.0,0.05,0.05,0.99,0.12,0.34,0.24,0.0,0.01,0
247,23.02,0.0,26.03,0.0,0.03,0.11,0.32,0.02,1.79,3.65,0.0,0.0,0.0,0.01,4.04,0.02,0.63,0.05,0.0,0.02,0
153,48.83,0.04,25.24,0.0,0.2,0.01,0.46,26.45,0.67,5.7,0.1,0.0,31.85,0.03,1.49,0.44,0.59,0.18,0.0,0.18,0
364,16.38,0.01,4.75,0.0,0.01,0.06,1.89,0.0,1.7,2.7,0.01,0.0,0.0,0.0,0.83,0.1,0.12,0.03,0.0,0.0,0
192,11.29,0.0,15.43,0.0,0.0,0.08,0.14,0.0,0.92,0.58,0.0,0.0,0.0,0.0,0.86,0.13,0.04,0.0,0.0,0.06,0
65,83.59,0.01,8.26,0.06,0.05,0.02,0.03,0.0,0.01,4.19,0.0,0.0,0.0,0.03,0.96,0.0,0.17,0.06,0.0,0.0,0
179,18.3,0.0,17.21,0.03,0.06,0.62,0.38,0.01,1.34,2.43,0.0,0.0,0.0,0.02,1.12,0.18,1.34,0.11,0.0,3.6,0
576,1970.92,1039.55,755.66,157.0,132.55,79.24,101.35,188.25,47.06999999999999,53.21,63.65,108.26,89.79,82.92,73.3,78.09,50.45,38.24,66.33,21.23,1
250,18.3,0.03,6.88,0.0,0.04,0.0,0.13,0.0,0.25,0.85,0.06,0.0,1.1,0.0,0.33,0.27,1.23,0.17,0.0,0.4,0
171,5.03,0.01,21.83,0.03,0.02,0.0,0.09,0.0,0.74,1.0,0.02,0.0,0.0,0.08,0.6,0.11,0.21,0.06,0.0,0.0,0
208,20.96,0.0,8.34,0.0,0.0,0.01,0.16,2.13,0.3,0.7,0.09,0.0,0.61,0.03,0.58,0.04,2.38,0.04,0.0,1.18,0
185,12.86,0.0,30.99,0.0,0.08,0.04,0.14,0.0,1.97,0.31,0.02,0.0,0.02,0.0,0.25,0.0,0.22,0.16,0.0,0.53,0
433,1618.94,825.58,658.6199999999999,129.39,101.03,120.86,78.89,80.35000000000002,85.47,75.61999999999998,74.16,38.81,43.2,33.309999999999995,53.99,42.25,56.59,47.05,24.73,33.96,1
468,1595.19,943.43,997.31,137.4,131.36,99.6,98.17,83.01999999999998,68.38,63.35,78.82,83.04,101.72,60.54,58.96,61.49,53.28,42.76,50.69,32.14,1
283,102.6,0.03,19.6,0.0,0.02,0.0,1.33,0.0,5.12,5.68,0.02,0.0,0.0,0.0,4.6,1.9,0.68,0.15,0.0,0.0,0
299,12.2,0.08,27.37,0.0,0.0,0.0,0.24,0.0,0.15,1.0,0.04,0.0,0.0,0.01,2.49,0.17,0.74,0.47,0.0,0.0,0
2,41.39,0.02,14.12,0.0,0.05,0.0,0.2,0.08,0.41,1.59,0.38,0.0,1.55,0.01,1.8,0.36,1.66,0.1,0.0,1.36,0
107,20.69,0.0,17.04,0.0,0.0,0.2,0.21,0.0,0.84,2.79,0.0,0.0,0.0,0.05,0.86,0.0,1.22,0.29,0.0,0.34,0
86,60.46,0.0,17.18,0.0,0.0,0.26,0.71,0.05,7.57,0.75,0.01,0.0,0.02,0.03,1.08,0.3,2.05,0.06,0.0,0.03,0
88,78.2,0.0,12.81,0.06,0.1,0.0,0.05,0.0,1.95,2.75,0.01,0.0,0.02,0.01,0.74,0.17,0.44,0.08,0.0,0.01,0
193,7.31,0.02,26.05,0.03,0.03,0.46,0.15,0.0,0.66,0.41,0.0,0.0,0.0,0.03,2.05,0.05,9.51,0.58,0.0,0.0,0
434,1471.66,776.13,620.4399999999998,99.77,156.02,110.43,84.62,41.39,96.54,111.64,76.63,52.56,90.8,63.29999999999999,54.95,39.85,64.63,29.49,16.950000000000006,32.13,1
169,60.1,0.0,11.11,0.0,0.15,0.04,0.08,0.06,0.78,1.24,0.13,0.0,0.3,0.0,0.32,0.1,2.63,0.54,0.0,1.02,0
76,53.49,0.0,11.02,0.0,0.08,0.0,0.11,0.05,1.5,1.77,0.34,0.06,0.99,0.01,0.54,0.43,3.93,0.1,0.0,0.89,0
51,18.31,0.01,20.32,0.0,0.02,0.01,0.05,0.0,0.38,0.34,0.0,0.0,0.01,0.0,0.6,0.05,0.62,0.09,0.0,0.03,0
360,636.9,0.01,13.2,0.0,0.04,0.01,0.03,0.0,6.2,3.3,0.01,0.0,0.03,0.01,8.79,0.36,0.0,0.88,0.01,0.0,0
367,148.9,0.06,10.55,0.04,0.0,0.0,0.31,0.0,3.59,3.25,0.03,0.0,0.02,0.03,1.06,0.21,0.08,0.02,0.0,0.0,0
89,505.1,0.0,10.12,0.03,0.0,0.25,0.13,0.0,12.11,1.85,0.01,0.0,0.0,0.0,0.64,0.09,0.25,0.04,0.0,0.0,0
301,84.9,0.0,3.66,0.0,0.07,0.01,0.02,0.0,0.03,2.15,0.0,0.0,0.01,0.0,1.44,0.03,0.02,0.02,0.0,0.01,0
87,34.19,0.0,5.76,0.04,0.0,0.05,0.13,0.0,1.28,1.12,0.0,0.0,0.0,0.01,1.02,0.07,0.43,0.06,0.02,0.01,0
133,34.6,0.01,10.11,0.0,0.0,0.0,1.5,0.0,8.2,1.98,0.0,0.0,0.0,0.02,1.28,0.58,18.49,0.11,0.0,0.01,0
634,1730.7199999999998,1177.06,813.33,147.45,127.1,117.01,103.28,145.59999999999997,65.08,89.16000000000003,100.36,95.8,97.89,38.98,72.35,64.12,60.47,50.9,42.5,42.53,1
697,1828.46,747.89,480.24,124.37,156.61,85.5,75.51,81.23,88.94,58.58000000000001,60.83,98.68,58.29,50.78,59.6,71.65,56.91,35.26000000000001,28.42,23.36,1
29,6.38,0.02,10.42,0.01,0.03,0.0,0.23,0.0,2.51,1.06,0.0,0.0,0.02,0.06,0.73,0.36,0.34,0.05,0.0,0.0,0
415,1618.35,759.29,709.4599999999998,128.14999999999998,140.44,141.31,83.89,52.0,102.74,112.7,75.6,32.32,40.93,57.02,56.19,32.07,61.04,38.86,17.700000000000006,29.86,1
240,257.0,0.03,12.95,0.0,0.03,0.08,0.06,0.0,8.38,1.84,0.0,0.0,0.0,0.0,0.74,0.21,0.39,0.27,0.0,0.0,0
323,207.2,0.02,22.17,0.19,0.0,12.83,0.46,0.0,8.78,0.51,0.0,0.0,0.02,0.0,1.32,0.89,0.05,0.02,0.0,0.48,0
511,1475.63,742.29,520.46,80.56,134.91,105.29,63.78,31.83,108.15,87.2,55.55,55.93,42.17,52.67,51.4,38.44,47.2,33.16,16.1,27.33,1
359,169.9,0.02,14.84,0.0,0.02,0.41,0.09,0.0,3.94,1.17,0.0,0.0,0.0,0.04,1.72,0.19,0.63,0.12,0.0,0.09,0
375,1840.2000000000005,623.28,494.42000000000013,136.03,178.79999999999995,101.78,66.86999999999999,73.53,98.88,73.22999999999998,62.68,35.43,62.78,112.58,43.36,38.39,66.68,20.22,39.7,15.77,1
272,11.78,0.02,27.94,0.0,0.02,0.06,0.08,0.0,1.44,0.35,0.02,0.0,0.02,0.03,2.98,0.11,1.99,0.14,0.0,0.02,0
302,29.3,0.02,21.75,0.0,0.0,0.12,0.17,0.0,1.39,0.4,0.02,0.0,0.0,0.02,0.45,0.36,0.07,0.07,0.0,0.0,0
268,48.61,0.02,22.91,0.0,0.04,1.23,2.04,0.0,2.07,2.19,0.0,0.0,0.0,0.06,1.25,0.19,0.82,0.33,0.05,0.01,0
71,67.73,0.07,30.78,0.0,0.41,0.0,0.94,28.54,0.61,4.25,0.05,0.0,28.4,0.02,0.93,0.68,1.07,0.07,0.0,0.19,0
305,60.86,0.03,12.36,0.36,0.2,0.0,0.18,0.0,2.6,2.09,0.0,0.0,0.0,0.0,0.82,0.22,0.05,0.12,0.0,0.01,0
35,64.95,0.02,16.8,0.0,0.04,0.53,0.2,0.0,0.63,0.67,0.03,0.0,0.01,0.02,2.23,0.07,0.42,0.07,0.02,0.0,0
506,1400.58,731.63,402.54,120.85,75.41000000000003,72.94999999999997,45.34,90.33,74.64,46.04,51.24,49.98,33.16,49.85999999999999,63.06999999999999,36.56,39.08,33.94,10.13,16.46,1
198,11.74,0.01,2.85,0.0,0.0,0.0,0.04,0.0,0.42,0.66,0.01,0.09,0.28,0.0,0.25,0.07,1.15,0.06,0.0,0.51,0
480,1898.57,1061.15,657.78,124.06,132.91,111.21,110.08,126.83,70.81,83.69,89.49,81.59,88.75,45.14,69.22,67.46000000000001,53.48,48.59,37.32,25.08,1
490,491.57,843.21,562.2699999999999,78.82,111.19999999999996,89.40999999999998,57.81,138.46,30.95,32.12,34.67,83.35,47.7,32.5,37.8,40.5,56.9,33.2,16.71,36.84,1
565,2173.4800000000005,985.83,1223.38,222.03,194.7,100.4,113.52,38.74999999999999,106.85,70.59,114.59,26.42,65.9,155.09999999999997,79.67,61.89999999999999,109.85,28.14,52.75,30.45,1
612,1667.74,748.39,624.41,95.41,83.2,161.62999999999997,85.06,161.76000000000005,54.37000000000001,102.73000000000002,92.49,41.27,51.99,41.7,63.5,39.14,49.5,36.27,26.11,44.42,1
21,326.5,0.02,9.01,0.03,0.03,0.04,0.1,0.0,5.67,2.62,0.0,0.0,0.0,0.01,0.76,0.34,1.13,0.18,0.0,0.0,0
477,1837.96,872.71,744.66,146.05,102.88,90.19,85.49999999999999,110.92,54.84,49.32,69.26,81.48,73.16,69.57000000000001,57.42,72.2,47.39,33.45,52.48,19.33,1
213,17.68,0.0,9.56,0.0,0.04,0.0,0.01,0.02,0.05,0.32,0.0,0.0,0.0,0.0,0.58,0.0,0.1,0.03,0.0,0.17,0
