,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11,label
227,36.92,0.0,16.94,0.03,0.0,0.02,0.27,0.14,2.04,0.69,0.26,0.0,1.66,0.0,0.54,0.08,1.41,0.35,0.0,0.78,0
136,23.95,0.0,21.55,0.0,0.0,0.01,0.06,0.0,0.79,0.83,0.01,0.0,0.0,0.0,0.86,0.0,0.27,0.14,0.0,0.27,0
393,1826.53,932.58,645.25,129.93,122.98,119.32,94.11,116.92000000000002,70.29,92.75,78.78,88.68,49.21,61.15,59.23,60.92,60.77,47.65000000000001,36.83000000000001,31.47,1
85,210.1,9.7,19.05,3.95,0.32,0.83,9.13,0.71,1.18,43.06,4.9,0.25,0.59,0.27,3.07,1.39,9.85,4.32,1.4,0.14,0
174,26.9,0.0,8.6,0.0,0.0,0.0,0.07,0.0,0.6,0.88,0.02,0.0,0.4,0.0,0.15,0.12,1.14,0.3,0.0,0.98,0
438,1757.1,769.35,653.05,76.16,127.86,58.35999999999999,72.36000000000001,19.7,89.48000000000002,43.09,57.59,66.75,76.97999999999998,98.1,42.51,65.33,40.57,12.090000000000002,20.88,11.81,1
330,5.68,0.03,18.21,0.0,0.01,0.04,0.17,0.0,0.14,0.85,0.0,0.0,0.0,0.0,1.78,0.07,2.03,0.28,0.0,0.0,0
613,1885.44,978.88,892.48,133.37,122.38,131.82,113.14,122.62,73.99000000000002,100.36,96.26,103.26,151.81,41.79999999999999,66.42,56.8,71.95,53.81,32.28,42.25,1
183,688.7,0.01,14.3,0.0,0.0,0.07,0.03,0.0,17.17,1.53,0.0,0.0,0.01,0.01,9.04,0.15,0.02,0.35,0.04,0.17,0
696,2124.09,840.9399999999998,316.86999999999995,109.02,121.67,75.76000000000002,71.93,60.53,123.83,76.31,53.09,102.16,67.39,105.85,60.52,73.97999999999998,51.04,23.340000000000003,21.43,20.31,1
673,2053.96,833.03,852.69,157.4,175.75,122.82999999999996,101.81999999999998,96.39,79.75,136.33,79.48,48.4,40.79,89.14,73.28999999999998,63.21,61.96,51.27,35.23999999999999,24.76,1
62,19.78,0.0,6.47,0.0,0.02,0.0,0.08,0.01,0.92,1.19,0.01,0.03,0.4,0.01,0.21,0.08,1.93,0.11,0.0,1.28,0
618,1888.59,801.5999999999998,544.3100000000002,104.51,162.39,110.36,82.25,87.84,76.97,81.57000000000002,68.1,104.9,64.06,34.660000000000004,46.42999999999999,67.31,63.52,34.48,25.73,30.77,1
681,1713.3599999999994,980.83,712.43,142.76,114.82,138.35,86.38999999999999,99.05,85.94,110.83,92.11,76.9,49.58,66.81,64.14,57.2,56.75,40.89000000000001,22.45,35.75,1
616,1507.91,729.75,624.04,117.26,114.7,117.45,55.54,12.749999999999998,145.65,54.25,64.6,69.13,54.04,185.04,49.27,65.4,39.29,47.42999999999999,27.97,35.84,1
382,1559.82,908.83,568.58,121.22,82.29000000000002,94.19,101.91,230.26,21.46,46.3,69.24,151.88,93.89,68.67,60.23,62.8,44.84,20.18,32.46,36.69,1
74,19.25,0.0,12.13,0.0,0.19,0.01,0.07,0.0,0.19,0.24,0.01,0.04,0.02,0.03,0.57,0.15,0.47,0.06,0.0,0.01,0
226,44.87,0.0,14.82,0.0,0.09,0.04,0.41,0.0,4.29,5.65,0.0,0.0,0.0,0.01,2.08,0.79,0.41,0.53,0.0,0.06,0
426,1627.29,505.45,391.02,107.19,124.07,152.95000000000005,76.3,80.07000000000002,113.64,109.68,58.76,46.32,21.2,52.47,57.02,54.82,51.22,42.72000000000001,13.86,29.22,1
30,1192.0,0.02,14.72,0.04,0.0,47.69,0.05,0.01,24.72,0.22,0.0,0.0,0.0,0.0,3.06,0.04,0.03,1.6,0.0,0.08,0
224,121.7,20.84,15.82,5.75,0.46,2.98,10.73,0.97,1.66,46.7,6.06,0.52,0.57,0.09,3.04,1.19,7.1,5.04,1.02,0.2,0
228,58.05,0.0,13.04,0.08,0.09,0.01,0.17,0.0,3.78,4.85,0.0,0.0,0.0,0.0,1.69,1.37,0.71,0.66,0.01,0.27,0
514,1839.63,706.5,671.03,89.14,118.48,66.26999999999998,66.02000000000001,15.64,118.7,46.31999999999999,41.54,50.73,66.29,92.4,56.44,53.61,44.2,20.83,21.55,6.31,1
625,1683.9800000000002,836.16,669.0899999999998,134.04000000000002,98.04000000000002,112.8,106.68000000000002,141.09999999999997,41.22,88.5,105.4,67.81,61.24,87.57000000000002,77.97,48.88,47.47,35.75,42.48,35.77,1
243,18.74,0.01,24.09,0.0,0.03,0.11,0.66,0.0,4.4,2.21,0.01,0.0,0.0,0.04,1.65,0.0,0.54,0.25,0.0,0.0,0
115,7.97,0.0,3.86,0.0,0.0,0.0,0.92,0.0,0.56,1.43,0.0,0.0,0.01,0.0,0.24,0.23,0.15,0.0,0.0,0.0,0
682,1652.9899999999998,886.0899999999998,742.3500000000001,117.99,132.37,78.09,84.95,32.15000000000001,87.02000000000002,95.77,63.5,44.76,51.40000000000001,65.47,69.43,43.85,51.76,52.37000000000001,18.55,21.75,1
255,33.3,0.04,25.1,0.0,0.02,0.02,0.41,8.76,0.11,1.64,0.35,0.14,1.79,0.0,1.46,0.24,2.9,0.97,0.0,3.64,0
517,1738.9200000000005,766.97,443.46,85.7,156.7,116.4,78.49000000000002,119.33,78.95,80.44,59.63,85.73,69.95,40.56,57.41,56.55,63.31,38.040000000000006,22.23,32.35,1
158,26.94,0.03,18.08,0.08,0.04,0.08,0.21,0.0,0.57,0.54,0.0,0.0,0.0,0.01,1.46,0.16,0.62,0.12,0.0,0.0,0
284,196.0,0.0,12.56,0.0,0.02,0.04,0.0,0.0,4.69,2.52,0.0,0.19,0.0,0.01,1.73,0.15,0.58,0.25,0.0,0.0,0
369,211.7,0.0,21.1,0.0,0.04,0.16,0.58,0.0,22.99,2.71,0.0,0.08,0.01,0.07,1.92,0.24,0.45,0.4,0.02,0.0,0
259,129.1,0.01,9.98,0.0,0.0,0.57,0.23,0.0,4.88,1.87,0.0,0.0,0.0,0.01,1.37,0.85,0.38,0.17,0.0,0.67,0
554,1943.03,944.49,609.4499999999998,127.19,102.73,90.29,95.74,108.29000000000002,75.44999999999997,54.88,76.2,92.5,118.9,90.24,59.34,58.82,58.12,40.82,29.29,35.41,1
432,1445.16,1106.86,784.9599999999998,125.67,107.36,112.27,101.09,192.36000000000004,46.73000000000001,58.32,77.95,120.02,75.88,32.69,60.73,78.26,63.48,37.4,38.07,17.5,1
636,1731.97,660.16,360.28999999999985,109.9,153.68,79.21000000000002,61.24,35.63,125.22,74.39,52.2,62.35,41.97,89.64999999999998,67.85,52.64,60.05,25.81,20.82,17.46,1
544,1543.37,719.3,709.04,131.37,139.77,97.57,92.7,91.69,53.74,43.16,69.34,37.75,73.72,80.98,49.8,75.58,58.39,19.14,80.71000000000002,15.06,1
402,1547.7299999999998,727.9599999999998,507.63000000000005,131.99,108.72,149.99,74.83000000000001,97.57,76.58000000000001,84.61,84.63,50.17,33.03,44.81,66.08,43.03,51.7,44.39,15.72,50.69,1
631,1561.23,855.75,575.21,115.41,131.34,97.18999999999996,95.56,134.7,59.7,50.84,48.13,120.84,58.66,38.26000000000001,65.58,57.25,54.81,44.55,32.83,34.93,1
304,368.4,0.0,10.82,0.04,0.04,0.0,0.13,0.03,2.68,1.72,0.02,0.0,0.0,0.0,2.95,0.36,0.0,0.08,0.0,0.05,0
699,2100.75,727.04,574.64,149.05,195.3,111.10999999999996,69.75,64.13000000000001,115.82999999999998,92.19,59.13,47.51,28.92,74.9,50.86,54.86,51.64,30.18,24.2,20.62,1
257,329.6,0.0,15.01,0.01,0.01,0.76,0.21,0.0,7.63,2.17,0.01,0.0,0.03,0.03,1.99,0.2,0.82,0.02,0.06,0.03,0
182,84.16,0.0,17.67,0.0,0.1,0.0,0.03,0.0,1.67,1.38,0.65,0.0,0.74,0.0,0.83,0.2,3.19,0.03,0.0,0.8,0
607,2083.25,850.1700000000002,739.02,127.69,122.65999999999998,109.11,102.92,55.93,107.26999999999998,84.9,76.43,88.89,95.55,73.69,63.77,66.73,76.6,35.76000000000001,27.87,32.9,1
470,1604.39,919.37,887.2299999999998,103.62,116.14,96.08,83.62,89.24000000000002,75.57,78.14,79.15,74.06,67.94,78.96000000000002,65.63,61.0,52.48,45.26000000000001,29.9,26.22,1
428,1701.01,593.8,478.09,95.64,123.86,62.76999999999999,68.03,20.110000000000007,104.59,82.16,42.43,40.83,19.94,90.52,61.53,57.44,52.03,33.89,19.790000000000006,11.27,1
345,476.0,0.01,11.35,0.0,0.14,0.01,0.01,0.01,18.71,2.82,0.0,0.0,0.02,0.0,6.04,0.31,0.02,0.91,0.01,0.0,0
668,1389.0700000000004,726.66,787.5,132.51,119.15,80.54,81.31,40.0,91.04,49.17,62.96,63.32,116.1,63.69,51.33,50.6,53.27,24.28,30.91,20.39,1
242,17.8,0.0,8.97,0.0,0.03,0.02,0.59,0.03,0.46,0.91,0.08,0.0,1.54,0.02,0.74,0.04,0.56,0.15,0.0,0.49,0
632,1532.3299999999995,757.57,769.96,134.03,121.77,135.84000000000003,60.93,31.06,142.03000000000003,52.85,92.22,84.6,64.31,247.79,56.36,81.58,39.98,49.46,33.4,40.05,1
216,78.47,0.0,3.3,0.0,0.0,0.03,0.04,0.0,0.0,1.79,0.0,0.0,0.0,0.0,1.02,0.02,0.02,0.1,0.0,0.0,0
516,1748.77,944.07,647.59,151.09,112.4,128.58,95.27,161.78,54.68,89.2,91.18,79.5,66.21,52.54,71.09,58.1,64.89,43.39,43.33,36.7,1
658,1764.4699999999998,1011.71,652.72,110.51,96.32,111.32,103.22,152.4,66.64,84.30999999999997,82.78,108.61,121.58,45.35,59.55,68.14,52.15,34.08,45.51,37.7,1
665,1656.2099999999996,960.27,439.7000000000001,127.22,101.77,82.45,106.05,233.39,47.62000000000001,61.03,72.45,113.55,40.28,53.12000000000001,63.1,64.05,49.81,38.89,44.38,16.5,1
385,1353.31,513.19,330.26,94.12,128.69,122.44,47.4,24.75,120.58,92.6,66.03,27.17,8.08,52.84,55.32,45.4,37.22,42.37000000000001,8.26,20.31,1
557,1533.37,756.1099999999999,604.94,133.65,140.25,110.25,84.42999999999998,53.53999999999999,83.00999999999998,85.62,74.75,56.69,65.64,54.22000000000001,66.65,47.93,67.39,29.43,24.99,27.07,1
17,23.34,0.0,20.93,0.03,0.03,0.03,0.26,0.14,0.9,0.72,0.09,0.13,0.47,0.03,0.92,0.05,10.45,0.46,0.02,2.21,0
524,1444.5500000000004,663.51,426.73,85.84,56.21,131.01,93.23,193.7,36.87000000000001,50.12000000000001,79.76,66.67,65.98,37.7,53.17,42.18,38.67,47.14,20.29,68.07,1
513,1462.7299999999998,928.65,616.7399999999999,132.45999999999998,125.78,112.58,108.88,99.76,72.42,87.3,101.5,94.53,64.38000000000001,77.37,62.48,61.22,55.84,42.21,33.38,41.08,1
455,1418.25,897.76,577.74,53.40000000000001,127.46,146.67,89.61999999999998,133.31,106.94,92.65,109.76,187.61,120.05,142.57,58.91,80.46,52.93,33.19,33.43,69.08,1
361,75.16,0.01,4.55,0.0,0.07,0.01,0.03,0.03,0.06,0.51,0.0,0.0,0.0,0.0,0.52,0.03,0.26,0.06,0.0,0.03,0
572,1610.38,890.75,667.15,110.79,109.87,158.77000000000004,81.04,115.27,100.41,89.71,97.96,112.51,81.77000000000002,97.09,61.38,59.9,56.8,57.2,38.19,44.6,1
186,13.12,0.0,30.1,0.0,0.0,0.06,0.0,0.0,2.9,0.2,0.0,0.0,0.0,0.01,0.76,0.09,0.63,0.05,0.0,0.0,0
231,25.69,0.0,21.97,0.0,0.03,0.07,0.54,0.0,1.76,0.91,0.0,0.0,0.0,0.02,0.76,0.46,0.64,0.11,0.0,0.02,0
217,49.84,0.02,19.42,0.0,0.04,0.19,24.01,0.0,7.61,10.51,0.0,0.0,0.0,0.03,4.67,0.68,3.66,0.6,0.02,0.0,0
251,45.73,0.03,18.25,0.0,0.07,0.02,0.17,0.63,0.96,1.9,0.24,0.05,1.54,0.01,0.58,0.04,4.23,0.17,0.0,2.53,0
202,5.6,0.03,5.78,0.02,0.0,0.02,1.16,0.0,0.5,2.51,0.0,0.0,0.0,0.02,0.85,0.07,0.13,0.02,0.0,0.01,0
328,614.1,0.0,5.9,0.0,0.0,0.04,0.56,0.0,13.41,3.82,0.0,0.0,0.0,0.0,0.62,0.27,0.56,0.03,0.0,0.0,0
690,1616.27,683.53,370.63999999999993,125.98,114.95,86.83,52.10999999999999,50.59000000000001,107.48000000000002,60.35,62.68,102.59,55.94,102.33,55.86999999999999,56.36,56.85,28.67,26.72,18.86,1
178,40.27,0.01,24.88,0.0,0.04,0.04,0.03,0.0,1.7,0.31,0.0,0.0,0.01,0.0,0.59,0.0,0.41,0.24,0.0,0.04,0
573,533.02,793.22,626.9200000000002,89.16999999999999,129.4,89.97999999999998,54.63,120.67999999999998,39.58,37.59,35.44,75.85,50.21,37.75,42.81,42.8,69.11,30.4,14.46,33.4,1
660,2173.55,789.25,268.25,121.7,215.38000000000008,52.59999999999999,58.87,25.01,130.45,100.64,21.85,26.99,7.439999999999999,67.33,76.03999999999998,79.78999999999998,53.19,16.889999999999993,13.78,13.45,1
236,79.48,0.04,17.41,0.0,0.07,0.01,0.11,0.15,1.34,2.88,0.59,0.0,1.37,0.04,0.86,0.45,3.86,0.09,0.0,0.49,0
670,1920.69,829.1800000000002,533.73,49.62,102.34,107.72,97.28,131.18,41.18,84.69,64.3,100.76,93.71,86.06,56.01,53.14,50.7,35.26,54.86,20.59,1
146,282.2,0.0,14.58,0.11,0.05,0.12,0.32,0.03,31.93,2.27,0.0,0.0,0.0,0.03,1.48,0.28,3.34,0.12,0.0,0.09,0
278,43.33,0.0,21.71,0.0,0.17,0.27,0.48,0.0,0.94,0.74,0.0,0.0,0.12,0.02,1.32,0.25,1.39,0.02,0.0,0.0,0
501,1787.38,949.99,773.34,135.54,124.56,114.32000000000002,101.0,99.81,77.25,110.88,85.76,97.18,138.81,76.66,70.26,65.92,56.96,51.9,40.43,32.69,1
184,8.99,0.0,11.0,0.02,0.0,0.0,0.64,0.0,0.4,0.81,0.02,0.0,0.0,0.04,1.21,0.29,0.54,0.11,0.0,0.0,0
20,48.79,0.05,29.73,0.0,0.0,0.03,4.82,0.0,2.42,3.92,0.03,0.0,0.0,0.04,3.22,0.13,0.12,0.28,0.0,0.0,0
94,14.52,0.0,19.54,0.0,0.0,0.1,0.07,0.04,0.95,3.24,0.07,0.0,0.06,0.0,1.24,0.14,0.56,0.04,0.1,4.65,0
698,1638.83,1023.11,896.5899999999998,143.6,111.40999999999998,121.28,113.35,182.83,46.22,80.86,105.13,112.16,108.91,39.26999999999999,66.78,63.77,56.4,49.59,48.65000000000001,48.69,1
123,28.46,0.0,10.71,0.0,0.04,0.01,0.21,0.0,0.14,0.44,0.0,0.0,0.0,0.01,0.7,0.07,0.09,0.06,0.0,0.0,0
214,11.56,0.01,17.52,0.0,0.0,0.0,0.05,0.0,1.01,0.7,0.0,0.0,0.0,0.0,4.47,0.06,0.3,0.36,0.0,0.02,0
469,1763.16,975.44,822.8300000000003,148.72,115.76,103.33,87.48,89.75000000000001,84.44999999999997,85.63,91.0,84.3,80.1,59.07000000000001,71.42,59.22,56.68,47.08,32.129999999999995,30.46,1
600,1859.83,719.34,583.2299999999998,94.97,107.76,79.17,57.55,36.19,93.99,55.06,42.37,54.17,19.03,117.75,59.99,59.96,40.02,31.14,14.79,11.37,1
333,249.2,0.0,10.38,0.0,0.05,0.05,0.18,0.0,6.82,2.85,0.0,0.0,0.0,0.0,0.76,0.34,1.11,0.08,0.0,0.0,0
15,112.5,0.0,10.87,0.0,0.07,0.04,0.45,0.0,0.25,1.39,0.0,0.07,0.03,0.0,1.93,0.49,0.28,0.02,0.04,0.77,0
113,126.1,0.01,4.69,0.0,0.0,0.0,0.04,0.0,0.12,1.41,0.0,0.06,0.0,0.02,0.49,0.02,0.08,0.0,0.0,0.01,0
523,966.01,605.9,208.46000000000004,128.07,29.87,54.38,49.31,191.3100000000001,31.32,27.31,47.74,51.49,31.71,36.0,69.0,25.24,27.16,38.53,12.22,14.26,1
675,1594.1899999999996,866.9,572.9400000000003,128.18,90.5,120.47999999999998,79.17,94.02000000000002,78.1,75.4,75.19,43.91,52.23,77.00000000000001,58.86,49.98,51.1,31.06,28.28,34.43,1
628,1889.61,724.46,623.4699999999998,149.23000000000005,139.19,106.52,80.24000000000002,76.22,82.34,63.28,63.34,51.41,62.07,76.16,58.44,45.93,61.16,18.38,38.11,19.73,1
90,57.86,0.02,12.18,0.0,0.0,0.02,0.04,0.0,0.46,0.63,0.1,0.11,0.07,0.0,0.5,0.03,2.04,0.06,0.02,1.1,0
647,1432.7300000000002,626.15,478.85,111.81,115.23999999999998,86.78,62.99000000000001,45.14000000000001,119.63,53.25,73.28,160.45,66.32000000000001,140.1,51.01,53.32,52.24,27.930000000000003,31.72,22.65,1
173,36.5,0.0,16.25,0.0,0.23,0.03,0.18,0.0,0.86,2.0,0.28,0.08,0.96,0.01,0.91,0.22,2.03,0.69,0.0,0.45,0
221,15.69,0.1,10.09,0.0,0.28,0.0,2.04,0.12,13.64,1.88,0.12,0.0,0.37,0.02,0.94,0.5,0.04,0.09,0.0,0.29,0
570,1579.08,924.94,589.56,122.61,119.18999999999996,124.84,86.33000000000001,79.63000000000002,84.75999999999998,96.22,85.11,60.66,41.01,55.05,63.60000000000001,55.5,64.18,39.1,23.56,35.22,1
640,1524.87,834.21,677.66,112.58,122.11,120.86,86.26,64.88,91.48999999999998,97.6,82.01,59.81,71.37,43.33000000000001,66.35,53.43,58.53,51.27,25.33,27.51,1
342,25.22,0.0,15.1,0.03,0.02,0.02,0.17,10.46,0.4,1.23,0.23,0.19,1.92,0.0,0.43,0.18,5.88,0.29,0.0,1.45,0
410,1890.81,754.16,419.28,103.59,155.70999999999995,112.88000000000002,66.39,42.73,129.65,61.67,73.31,156.2,82.44,155.0,51.09,107.06,58.81,30.65,51.41,32.81,1
512,1655.61,851.86,776.6400000000003,127.82,148.86,105.49,77.82000000000002,82.32,88.65,97.23,74.44,46.54,53.46,39.03,57.91,47.96,60.26,36.05,16.47,24.31,1
487,1558.89,854.1400000000001,703.05,109.48,123.49,120.69,88.24999999999999,94.03999999999998,68.85,83.42,81.68,69.2,56.67,37.9,55.87000000000001,50.94,60.34,46.03,21.34,32.26,1
493,1652.3200000000004,939.02,691.7700000000002,115.23,114.36,129.20999999999998,97.07,122.53000000000002,67.0,65.5,62.83,89.61,84.12,70.36000000000001,65.88,52.15,66.28,40.48,16.6,34.48,1
617,1834.15,820.61,587.54,131.35,106.5,123.08999999999996,105.96,176.36999999999995,78.52999999999999,113.53,72.09,133.73,33.63,40.77,79.92,56.75,77.18,38.94000000000001,28.99,50.68,1
204,10.17,0.0,13.74,0.0,0.06,0.01,0.19,0.21,0.11,0.89,0.01,0.0,0.59,0.0,0.8,0.0,8.51,0.28,0.0,1.56,0
603,1357.84,598.87,600.1700000000002,80.08,167.9,84.11999999999998,70.94999999999997,33.57,87.27000000000002,57.4,36.87,40.32,17.07,89.99000000000002,59.64,54.92999999999999,35.56,39.42,16.93,14.31,1
390,1250.36,751.3900000000001,438.32,42.88,123.46,141.87,88.11,70.62,129.12,86.25000000000001,93.46,202.33,155.07,124.55,15.86,62.39,57.08,33.2,36.31,48.61,1
190,29.45,0.05,40.99,0.0,0.0,0.51,0.39,0.0,3.93,3.36,0.02,0.0,0.0,0.08,0.76,0.35,8.21,0.04,0.0,0.0,0
27,42.79,0.0,25.23,0.15,0.0,0.26,0.23,0.0,1.67,0.88,0.0,0.0,0.02,0.0,1.42,0.2,0.46,0.0,0.04,0.0,0
93,19.55,0.0,29.06,0.0,0.05,0.16,0.15,0.0,2.56,1.24,0.02,0.0,0.02,0.03,0.46,0.11,1.86,0.2,0.0,0.04,0
418,1594.5099999999998,905.07,589.24,130.45,108.18,118.29,91.29,114.35,73.24000000000002,87.92,81.56,101.99,80.80999999999997,32.29,64.37,58.45,50.85,54.1,23.8,39.54,1
77,48.88,0.34,22.31,0.0,0.56,0.0,1.31,11.88,0.63,4.19,0.0,0.0,17.06,0.04,0.46,0.86,0.21,0.2,0.0,0.07,0
611,1639.1,675.04,441.41,115.75,145.35000000000005,87.49000000000002,64.72,76.01,84.00999999999998,68.25,53.06,86.71,97.74,48.09,40.48,48.95,54.84,21.54,22.74,18.74,1
552,1969.7,953.36,873.0400000000002,131.03,131.79000000000002,104.67,102.72,101.29000000000002,70.56,62.26000000000001,78.81,134.42,150.77,60.68,73.92,77.54,76.59,46.66,71.08,33.67,1
45,28.35,0.02,23.71,0.0,0.06,0.12,0.37,0.0,0.09,0.51,0.0,0.1,0.0,0.01,2.36,0.13,0.57,0.14,0.0,0.0,0
374,1796.48,603.57,497.83,96.13,162.27999999999997,124.68,50.65,22.17,162.82999999999996,63.96,59.97,115.94,51.24,158.79999999999995,45.67,70.62,56.77,18.9,39.83,26.91,1
478,1537.0299999999993,897.45,732.1300000000001,132.2,106.92,93.24,71.44,41.8,76.95999999999998,115.72,72.95,32.75,37.62,66.96,75.49000000000002,42.84,50.69,52.46,13.46,24.91,1
245,10.79,0.04,23.86,0.0,0.03,0.2,0.2,0.0,1.23,0.78,0.01,0.0,0.0,0.01,1.56,0.15,2.32,0.64,0.0,0.03,0
80,101.6,0.01,4.3,0.0,0.07,0.02,0.01,0.0,0.01,1.48,0.0,0.0,0.0,0.0,0.36,0.09,0.06,0.01,0.0,0.0,0
638,1582.3,905.8,770.8499999999998,147.56,92.14999999999998,118.45,97.74,204.33000000000004,39.49,81.96,103.43,74.5,68.30000000000001,92.68,78.1,49.790000000000006,54.36,44.53,31.73,32.0,1
297,99.6,0.08,23.47,0.0,0.07,0.01,0.31,0.0,8.56,5.19,0.0,0.11,0.04,0.08,1.34,0.58,1.74,0.18,0.0,0.08,0
